Timestamp,Price_open,Price_high,Price_low,Price_close,Volume_sum,SMA,Rolling_STD,Bollinger_Upper_2,Bollinger_Lower_2,Bollinger_Upper_3,Bollinger_Lower_3,Bollinger_Upper_4,Bollinger_Lower_4,RSI,Stochastic
2023-09-28 00:21:00,26450.0,26450.0,26450.0,26450.0,0.010152930000000001,,,,,,,,,,
2023-09-28 00:22:00,26450.0,26457.4,26450.0,26457.3,1.58958767,,,,,,,,,,
2023-09-28 00:23:00,26457.4,26470.1,26457.4,26467.7,4.23004699,,,,,,,,,,
2023-09-28 00:24:00,26465.9,26479.8,26465.9,26479.8,5.83350738,,,,,,,,,,
2023-09-28 00:25:00,26479.8,26481.5,26479.8,26481.5,1.91755992,,,,,,,,,,
2023-09-28 00:26:00,26483.2,26507.9,26483.2,26507.9,6.05417141,,,,,,,,,,
2023-09-28 00:27:00,26507.9,26507.9,26507.9,26507.9,0.5709936600000001,,,,,,,,,,
2023-09-28 00:28:00,26507.9,26515.3,26507.9,26515.3,7.12169073,,,,,,,,,,
2023-09-28 00:29:00,26515.3,26515.3,26515.2,26515.3,0.15423568000000001,,,,,,,,,,
2023-09-28 00:30:00,26515.3,26515.3,26515.3,26515.3,0.04481123,,,,,,,,,,
2023-09-28 00:31:00,26515.2,26515.3,26505.2,26505.3,0.82031357,,,,,,,,,,
2023-09-28 00:32:00,26505.2,26505.2,26481.8,26481.9,0.07265535000000001,,,,,,,,,,
2023-09-28 00:33:00,26481.8,26481.8,26453.4,26453.5,6.53959332,,,,,,,,,,
2023-09-28 00:34:00,26453.5,26453.5,26453.4,26453.5,0.35821257,,,,,,,,,51.37686860739577,5.359877488514607
2023-09-28 00:35:00,26453.5,26453.5,26453.5,26453.5,0.05760659,,,,,,,,,51.37686860739577,5.359877488514607
2023-09-28 00:36:00,26453.5,26453.5,26453.4,26453.5,0.1770945,,,,,,,,,48.414023372287446,0.16155088852754174
2023-09-28 00:37:00,26453.4,26453.5,26446.4,26446.4,0.18478305,,,,,,,,,40.85836909871248,0.0
2023-09-28 00:38:00,26446.5,26446.5,26422.3,26422.3,1.19102243,,,,,,,,,27.62645914396886,0.0
2023-09-28 00:39:00,26422.4,26422.4,26421.4,26421.4,0.63429581,,,,,,,,,26.468285043069727,0.0
2023-09-28 00:40:00,26421.5,26422.4,26421.4,26422.4,0.25005288999999997,26470.585,32.24395945061176,26535.072918901224,26406.097081098775,26567.316878351834,26373.853121648164,26599.560837802444,26341.609162197554,8.211143695012865,1.0649627263046042
2023-09-28 00:41:00,26453.6,26457.3,26453.0,26453.0,0.06985144,26470.734999999997,32.149998362937794,26535.034996725873,26406.43500327412,26567.18499508881,26374.285004911184,26599.334993451746,26342.135006548247,29.34537246049517,33.65282215122394
2023-09-28 00:42:00,26453.0,26453.0,26452.9,26452.9,0.20467237,26470.515000000003,32.26163233707631,26535.038264674156,26405.99173532585,26567.29989701123,26373.730102988775,26599.56152934831,26341.468470651696,25.159235668789663,33.54632587859503
2023-09-28 00:43:00,26453.0,26453.0,26452.9,26453.0,0.07571072,26469.78,32.495742231220824,26534.77148446244,26404.78851553756,26567.26722669366,26372.292773306337,26599.762968924882,26339.797031075115,25.218774860778623,33.65282215122394
2023-09-28 00:44:00,26453.0,26453.0,26452.9,26453.0,0.08145294,26468.440000000002,32.61316169569468,26533.666323391393,26403.21367660861,26566.279485087085,26370.60051491292,26598.89264678278,26337.987353217224,25.218774860778623,33.65282215122394
2023-09-28 00:45:00,26453.0,26470.0,26452.9,26470.0,4.26869784,26467.865,32.47185461450138,26532.808709229004,26402.921290771,26565.280563843506,26370.449436156498,26597.752418458007,26337.977581541996,36.69932177844724,57.99522673030902
2023-09-28 00:46:00,26470.0,26480.0,26470.0,26480.0,2.05251643,26466.47,31.23724329099961,26528.944486582,26403.995513418,26560.181729873,26372.758270127004,26591.418973164,26341.521026836002,49.203688181055526,97.01986754966997
2023-09-28 00:47:00,26480.0,26480.0,26470.0,26470.0,0.06381405,26464.575,29.703568366178718,26523.982136732357,26405.167863267645,26553.685705098538,26375.464294901463,26583.389273464716,26345.760726535285,58.17641228939591,82.93515358361732
2023-09-28 00:48:00,26469.9,26469.9,26450.0,26450.0,7.26099582,26461.309999999998,27.328352348894306,26515.966704697785,26406.65329530221,26543.295057046682,26379.324942953313,26570.623409395575,26351.99659060442,48.55252274607106,48.80546075085197
2023-09-28 00:49:00,26433.5,26433.5,26421.8,26421.8,0.0136089,26456.635,25.545568675358144,26507.726137350714,26405.543862649283,26533.271706026073,26379.998293973924,26558.817274701432,26354.452725298564,39.36955063715567,0.6825938566515821
2023-09-28 00:50:00,26421.8,26421.9,26421.7,26421.9,0.9117941700000001,26451.965000000004,22.627074490532294,26497.21914898107,26406.71085101894,26519.8462234716,26384.08377652841,26542.473297962133,26361.456702037874,39.4101876675606,0.8532423208191339
2023-09-28 00:51:00,26421.9,26421.9,26421.9,26421.9,0.00420729,26447.795000000002,19.78730254747727,26487.369605094955,26408.22039490505,26507.156907642435,26388.43309235757,26526.94421018991,26368.645789810093,41.3793103448275,0.8532423208191339
2023-09-28 00:34:00,26453.5,26453.5,26453.4,26453.5,0.35821257,26446.375,18.163406676761195,26482.701813353524,26410.048186646476,26500.865220030282,26391.884779969718,26519.028626707044,26373.721373292956,60.427807486631615,54.778156996585906
2023-09-28 00:35:00,26453.5,26453.5,26453.5,26453.5,0.05760659,26446.375,18.163406676761195,26482.701813353524,26410.048186646476,26500.865220030282,26391.884779969718,26519.028626707044,26373.721373292956,60.793544048419356,54.778156996585906
2023-09-28 00:36:00,26453.5,26453.5,26453.4,26453.5,0.1770945,26446.375,18.163406676761195,26482.701813353524,26410.048186646476,26500.865220030282,26391.884779969718,26519.028626707044,26373.721373292956,60.52809749492185,54.54545454545398
2023-09-28 00:37:00,26453.4,26453.5,26446.4,26446.4,0.18478305,26446.02,18.086039978541972,26482.192079957083,26409.847920042917,26500.278119935625,26391.761880064376,26518.364159914167,26373.675840085834,47.34299516908265,42.367066895370556
2023-09-28 00:38:00,26446.5,26446.5,26422.3,26422.3,1.19102243,26444.46,18.740622918371944,26481.941245836744,26406.978754163254,26500.681868755117,26388.23813124488,26519.422491673486,26369.497508326513,39.6761133603232,1.0291595197230743
2023-09-28 00:39:00,26422.4,26422.4,26421.4,26421.4,0.63429581,26443.210000000003,19.42564501402036,26482.061290028043,26404.358709971963,26501.486935042063,26384.933064957942,26520.912580056083,26365.507419943922,39.395973154362906,0.0
