Timestamp,Open,High,Low,Close,Volume_sum,SMA,Rolling_STD,Bollinger_Upper_2,Bollinger_Lower_2,Bollinger_Upper_3,Bollinger_Lower_3,Bollinger_Upper_4,Bollinger_Lower_4,RSI,Stochastic
1692921600,26160.0,26171.7,26159.9,26169.8,1.0271135,,,,,,,,,,
1692921900,26169.9,26169.9,26134.4,26134.4,12.55708188,,,,,,,,,,
1692922200,26131.7,26134.7,26131.6,26131.9,3.4896628699999996,,,,,,,,,,
1692922500,26131.9,26131.9,26131.7,26131.8,1.96000048,,,,,,,,,,
1692922800,26131.8,26131.9,26131.6,26131.6,0.57623936,,,,,,,,,,
1692923100,26125.4,26125.4,26118.6,26118.7,0.37715264,,,,,,,,,,
1692923400,26118.7,26118.7,26118.6,26118.6,1.2608576,,,,,,,,,,
1692923700,26118.7,26118.7,26110.8,26111.0,2.29084166,,,,,,,,,,
1692924000,26110.1,26128.6,26110.0,26128.6,1.72744882,,,,,,,,,,
1692924300,26128.6,26130.0,26121.9,26130.0,5.819217,,,,,,,,,,
1692924600,26130.0,26130.0,26129.9,26130.0,0.90845308,,,,,,,,,,
1692924900,26130.0,26135.4,26130.0,26130.0,0.6381558,,,,,,,,,,
1692925200,26130.0,26130.0,26126.8,26126.9,0.83001707,,,,,,,,,,
1692925500,26126.9,26130.1,26126.8,26130.1,0.89998939,,,,,,,,,26.397146254457127,32.57698541328737
1692925800,26130.1,26130.1,26122.3,26122.3,3.57975223,,,,,,,,,24.156692056581605,20.534223706175247
1692926100,26122.3,26122.3,26100.8,26100.8,3.42196431,,,,,,,,,28.46153846153605,0.0
1692926400,26100.8,26100.8,26100.7,26100.7,0.83446102,,,,,,,,,29.365079365077506,0.0
1692926700,26100.8,26100.8,26100.7,26100.8,0.70184504,,,,,,,,,29.49735449735212,0.28818443803614613
1692927000,26100.8,26108.9,26100.7,26107.3,1.9322034399999999,,,,,,,,,35.16483516483389,19.020172910658232
1692927300,26107.3,26107.3,26107.2,26107.2,0.28494119,26123.125,16.150472536673167,26155.425945073348,26090.824054926652,26171.57641761002,26074.67358238998,26187.726890146692,26058.523109853308,41.6787264833564,18.731988472622085
1692927600,26107.3,26107.4,26107.2,26107.3,1.76068572,26120.0,12.209745891572299,26144.419491783145,26095.580508216855,26156.629237674715,26083.370762325285,26168.83898356629,26071.16101643371,41.823444283645955,19.020172910658232
