Timestamp,Open,High,Low,Close,Volume_sum,SMA,Rolling_STD,Bollinger_Upper_2,Bollinger_Lower_2,Bollinger_Upper_3,Bollinger_Lower_3,Bollinger_Upper_4,Bollinger_Lower_4,RSI,Stochastic
1695772800,26214.9,26215.8,26214.8,26215.8,0.42040699,,,,,,,,,,
1695773100,26215.8,26235.0,26215.8,26235.0,1.43786459,,,,,,,,,,
1695773400,26235.0,26235.0,26229.9,26230.0,1.14839571,,,,,,,,,,
1695773700,26230.0,26235.0,26229.9,26229.9,3.42318451,,,,,,,,,,
1695774000,26230.0,26230.0,26229.9,26230.0,3.73401636,,,,,,,,,,
1695774300,26230.0,26230.0,26223.5,26223.5,4.01178834,,,,,,,,,,
1695774600,26222.2,26222.2,26215.8,26215.8,4.73150289,,,,,,,,,,
1695774900,26215.7,26215.8,26214.8,26214.8,2.15735902,,,,,,,,,,
1695775200,26214.9,26214.9,26214.8,26214.9,0.8055581599999999,,,,,,,,,,
1695775500,26214.9,26214.9,26214.8,26214.9,0.28281218,,,,,,,,,,
1695775800,26214.9,26220.8,26214.8,26215.0,15.38478796,,,,,,,,,,
1695776100,26215.0,26235.0,26215.0,26235.0,7.53091272,,,,,,,,,,
1695776400,26235.0,26244.3,26234.9,26243.7,3.6707378399999997,,,,,,,,,,
1695776700,26243.7,26243.7,26243.5,26243.5,1.02773851,,,,,,,,,70.16011644832638,97.2881355932228
1695777000,26243.5,26243.5,26243.4,26243.4,0.67631471,,,,,,,,,70.05813953488553,96.94915254238028
1695777300,26243.4,26243.5,26230.0,26230.1,4.9098907899999995,,,,,,,,,46.104928457868574,51.864406779658545
1695777600,26230.1,26230.1,26230.0,26230.0,2.05069816,,,,,,,,,50.0,51.52542372881602
1695777900,26230.1,26234.1,26230.0,26234.1,5.80732805,,,,,,,,,53.38709677419119,65.42372881355686
1695778200,26234.1,26244.9,26234.1,26244.9,5.78390424,,,,,,,,,60.24759284731813,100.0
1695778500,26244.9,26244.9,26244.8,26244.9,0.30208072,26229.46,11.267344524402274,26251.994689048803,26206.925310951196,26263.262033573206,26195.657966426792,26274.52937809761,26184.39062190239,66.16314199395774,100.0
1695778800,26244.9,26244.9,26235.5,26236.8,4.46069814,26230.510000000002,10.899874456060635,26252.309748912125,26208.71025108788,26263.209623368184,26197.81037663182,26274.109497824244,26186.91050217576,65.76576576576439,73.08970099667243
1695779100,26236.8,26236.8,26236.7,26236.8,0.28980486,26230.6,10.946232228487878,26252.492464456973,26208.707535543024,26263.43869668546,26197.761303314535,26274.38492891395,26186.815071086046,66.76829268292533,73.08970099667243
1695779400,26236.8,26236.8,26236.7,26236.8,0.26142245,26230.940000000002,11.031886797632206,26253.00377359527,26208.876226404736,26264.0356603929,26197.844339607105,26275.06754719053,26186.812452809474,66.7175572519058,73.08970099667243
1695779700,26236.8,26244.9,26236.7,26244.8,1.4951834099999999,26231.684999999998,11.453028788098893,26254.591057576195,26208.7789424238,26266.044086364294,26197.3259136357,26277.497115152393,26185.872884847602,70.34013605441928,99.66777408637151
